date,close,open,high,low,volume
2021-02-19T00:00:00+05:30,607.3,615.9,622.3,601.2,7301975.0
2021-02-22T00:00:00+05:30,595.3,608.0,610.85,590.4,5330343.0
2021-02-23T00:00:00+05:30,604.05,595.0,608.35,592.0,7564187.0
2021-02-24T00:00:00+05:30,601.45,607.1,609.35,595.85,3296243.0
2021-02-25T00:00:00+05:30,609.55,606.4,618.9,602.7,6261754.0
2021-02-26T00:00:00+05:30,594.6,604.95,621.35,590.0,15404415.0
2021-03-01T00:00:00+05:30,604.45,600.0,610.8,597.05,5274758.0
2021-03-02T00:00:00+05:30,614.2,609.0,616.35,604.5,4776776.0
2021-03-03T00:00:00+05:30,624.35,616.5,625.4,612.25,6626297.0
2021-03-04T00:00:00+05:30,618.95,622.0,636.75,616.0,11530735.0
2021-03-05T00:00:00+05:30,611.2,619.45,619.45,606.9,6127488.0
2021-03-08T00:00:00+05:30,614.8,611.5,621.9,611.3,4554461.0
2021-03-09T00:00:00+05:30,612.6,618.0,620.9,607.5,4035628.0
2021-03-10T00:00:00+05:30,626.0,618.0,627.9,615.35,5825924.0
2021-03-12T00:00:00+05:30,613.6,628.0,629.15,611.5,4264170.0
2021-03-15T00:00:00+05:30,605.5,614.0,614.0,596.5,4030875.0
2021-03-16T00:00:00+05:30,602.3,606.0,609.95,599.25,4189930.0
2021-03-17T00:00:00+05:30,584.75,604.0,604.0,582.0,7667561.0
2021-03-18T00:00:00+05:30,574.55,587.4,591.55,572.0,5537584.0
2021-03-19T00:00:00+05:30,578.3,571.0,582.65,562.1,6186643.0
2021-03-22T00:00:00+05:30,591.0,578.6,593.6,578.6,7033955.0
2021-03-23T00:00:00+05:30,587.85,591.2,594.7,583.0,5341729.0
2021-03-24T00:00:00+05:30,585.3,585.0,597.0,583.2,7299582.0
2021-03-25T00:00:00+05:30,575.75,584.4,587.95,571.5,4710869.0
2021-03-26T00:00:00+05:30,587.2,580.85,590.3,574.6,5761818.0
2021-03-30T00:00:00+05:30,597.7,594.95,599.0,587.25,4637898.0
2021-03-31T00:00:00+05:30,597.8,598.2,606.0,595.7,5269919.0
2021-04-01T00:00:00+05:30,610.75,600.0,612.7,597.35,6033653.0
2021-04-05T00:00:00+05:30,608.8,611.7,611.95,592.75,5353987.0
2021-04-06T00:00:00+05:30,620.45,608.75,621.9,603.5,7444994.0
2021-04-07T00:00:00+05:30,621.05,621.0,628.4,616.15,4757224.0
2021-04-08T00:00:00+05:30,614.25,620.55,626.0,613.3,3222479.0
2021-04-09T00:00:00+05:30,636.75,613.0,642.0,609.5,16755446.0
2021-04-12T00:00:00+05:30,619.35,639.0,645.85,615.2,15229597.0
2021-04-13T00:00:00+05:30,627.35,624.0,635.55,616.1,7399207.0
2021-04-15T00:00:00+05:30,633.25,633.6,641.5,626.5,8588761.0
2021-04-16T00:00:00+05:30,646.05,633.25,650.0,626.35,9804095.0
2021-04-19T00:00:00+05:30,640.65,644.0,651.4,635.0,11340358.0
2021-04-20T00:00:00+05:30,645.15,643.8,659.5,639.15,13831258.0
2021-04-22T00:00:00+05:30,639.95,650.7,658.0,638.1,11295290.0
2021-04-23T00:00:00+05:30,637.95,636.5,645.8,630.15,7668180.0
2021-04-26T00:00:00+05:30,634.7,644.0,644.0,631.0,6527947.0
2021-04-27T00:00:00+05:30,639.25,632.7,642.45,632.0,5112384.0
2021-04-28T00:00:00+05:30,643.4,640.95,647.3,638.3,6069155.0
2021-04-29T00:00:00+05:30,644.5,648.95,652.0,641.1,5676290.0
2021-04-30T00:00:00+05:30,654.45,642.0,666.6,640.1,10874266.0
2021-05-03T00:00:00+05:30,659.2,653.95,663.95,650.1,6567597.0
2021-05-04T00:00:00+05:30,645.15,662.0,664.9,642.0,5604638.0
2021-05-05T00:00:00+05:30,683.4,642.25,687.9,642.25,25296369.0
2021-05-06T00:00:00+05:30,679.4,689.85,696.7,673.35,11153908.0
2021-05-07T00:00:00+05:30,679.45,681.0,691.0,677.6,6466334.0
2021-05-10T00:00:00+05:30,698.2,688.0,703.5,683.6,10924222.0
2021-05-11T00:00:00+05:30,708.1,698.5,721.85,696.2,14760511.0
2021-05-12T00:00:00+05:30,702.85,714.95,714.95,700.0,7250661.0
2021-05-14T00:00:00+05:30,691.45,703.0,711.0,687.0,6851035.0
2021-05-17T00:00:00+05:30,687.15,688.0,698.5,680.05,6318234.0
2021-05-18T00:00:00+05:30,690.8,691.0,695.85,684.75,4080423.0
2021-05-19T00:00:00+05:30,703.4,694.3,706.75,690.8,7745431.0
2021-05-20T00:00:00+05:30,686.85,700.0,701.65,685.0,6226376.0
2021-05-21T00:00:00+05:30,690.4,691.75,694.5,688.0,3434231.0
2021-05-24T00:00:00+05:30,690.95,691.0,698.4,689.6,3722957.0
2021-05-25T00:00:00+05:30,696.1,695.0,697.4,691.0,2800233.0
2021-05-26T00:00:00+05:30,703.8,699.5,706.15,696.2,6235460.0
2021-05-27T00:00:00+05:30,699.5,707.25,709.75,694.5,9875654.0
2021-05-28T00:00:00+05:30,669.75,694.0,694.5,666.3,28316552.0
2021-05-31T00:00:00+05:30,668.3,672.0,675.7,659.0,13947126.0
2021-06-01T00:00:00+05:30,671.05,670.1,673.3,664.3,6443084.0
2021-06-02T00:00:00+05:30,677.45,671.0,678.1,670.15,4978457.0
2021-06-03T00:00:00+05:30,675.5,678.0,680.85,673.5,3604574.0
2021-06-04T00:00:00+05:30,673.95,678.9,679.25,672.8,3747803.0
2021-06-07T00:00:00+05:30,675.35,673.95,677.8,670.9,2793705.0
2021-06-08T00:00:00+05:30,678.75,673.0,679.95,665.1,5695920.0
2021-06-09T00:00:00+05:30,672.85,681.05,684.7,667.6,4492551.0
2021-06-10T00:00:00+05:30,676.05,673.05,681.0,673.0,3099864.0
2021-06-11T00:00:00+05:30,681.3,675.2,686.35,674.05,3822099.0
2021-06-14T00:00:00+05:30,677.1,682.0,683.7,671.55,3640962.0
2021-06-15T00:00:00+05:30,673.2,677.1,681.4,671.75,3862284.0
2021-06-16T00:00:00+05:30,668.55,675.0,680.5,666.85,4842448.0
2021-06-17T00:00:00+05:30,665.05,671.8,673.55,661.65,2776147.0
2021-06-18T00:00:00+05:30,668.5,667.0,673.0,652.7,4158743.0
2021-06-21T00:00:00+05:30,671.35,662.0,674.8,662.0,2932177.0
2021-06-22T00:00:00+05:30,666.8,678.0,680.25,665.85,4577152.0
2021-06-23T00:00:00+05:30,665.25,666.8,672.35,664.25,2631031.0
2021-06-24T00:00:00+05:30,664.8,664.2,671.0,661.5,3460776.0
2021-06-25T00:00:00+05:30,672.25,664.8,677.4,664.8,3010243.0
2021-06-28T00:00:00+05:30,676.3,675.0,679.9,669.55,3342385.0
2021-06-29T00:00:00+05:30,677.6,673.25,681.5,673.1,2937766.0
2021-06-30T00:00:00+05:30,675.45,678.05,683.45,674.25,3768943.0
2021-07-01T00:00:00+05:30,684.15,675.0,685.8,673.7,4102748.0
2021-07-02T00:00:00+05:30,681.25,685.5,689.5,678.3,5071894.0
2021-07-05T00:00:00+05:30,680.2,684.0,684.95,678.6,1600769.0
2021-07-06T00:00:00+05:30,673.25,678.0,683.0,672.4,2682423.0
2021-07-07T00:00:00+05:30,680.1,668.0,682.0,666.1,2576763.0
2021-07-08T00:00:00+05:30,666.9,677.0,680.9,665.1,2548016.0
2021-07-09T00:00:00+05:30,667.9,666.5,672.3,664.2,1994075.0
2021-07-12T00:00:00+05:30,668.55,668.6,672.85,666.4,1555035.0
2021-07-13T00:00:00+05:30,683.0,670.3,689.35,669.0,7744032.0
2021-07-14T00:00:00+05:30,685.95,681.95,692.4,681.0,2663467.0
2021-07-15T00:00:00+05:30,683.0,686.0,688.2,681.3,1905193.0
2021-07-16T00:00:00+05:30,688.6,684.9,695.65,682.65,3479357.0
2021-07-19T00:00:00+05:30,689.25,678.05,691.5,678.05,1940882.0
2021-07-20T00:00:00+05:30,676.45,689.0,691.6,673.9,2724983.0
2021-07-22T00:00:00+05:30,687.3,680.0,688.2,675.55,2047831.0
2021-07-23T00:00:00+05:30,694.0,686.2,698.95,681.6,3956261.0
2021-07-26T00:00:00+05:30,703.4,695.2,705.0,695.2,4715053.0
2021-07-27T00:00:00+05:30,688.3,705.0,705.7,673.85,5327355.0
2021-07-28T00:00:00+05:30,687.8,688.3,691.95,672.55,3332667.0
2021-07-29T00:00:00+05:30,703.0,687.8,705.95,680.7,4397443.0
2021-07-30T00:00:00+05:30,773.95,702.95,783.75,696.15,35893710.0
2021-08-02T00:00:00+05:30,775.0,785.0,801.9,764.1,18661462.0
2021-08-03T00:00:00+05:30,794.8,773.95,804.35,765.25,14678219.0
2021-08-04T00:00:00+05:30,785.75,791.0,797.9,779.7,5796169.0
2021-08-05T00:00:00+05:30,786.15,785.5,794.4,783.3,5026619.0
2021-08-06T00:00:00+05:30,785.2,786.5,796.45,781.55,4064324.0
2021-08-09T00:00:00+05:30,788.8,789.15,793.0,782.0,2873586.0
2021-08-10T00:00:00+05:30,793.35,789.95,798.8,782.2,5656020.0
2021-08-11T00:00:00+05:30,779.55,794.0,795.0,773.3,4275776.0
2021-08-12T00:00:00+05:30,778.65,780.0,781.25,773.15,2821380.0
2021-08-13T00:00:00+05:30,778.3,769.0,788.5,767.65,4319920.0
2021-08-16T00:00:00+05:30,780.8,775.2,783.0,771.05,2310304.0
2021-08-17T00:00:00+05:30,784.15,783.0,793.2,778.2,5686055.0
2021-08-18T00:00:00+05:30,782.9,788.0,791.4,779.3,4036305.0
2021-08-20T00:00:00+05:30,761.15,775.0,784.45,743.35,6238261.0
2021-08-23T00:00:00+05:30,759.35,765.0,770.0,750.8,2375417.0
2021-08-24T00:00:00+05:30,771.35,759.8,777.95,754.25,2732537.0
2021-08-25T00:00:00+05:30,769.05,770.0,776.0,759.6,2254852.0
2021-08-26T00:00:00+05:30,760.55,765.15,771.1,759.25,1735864.0
2021-08-27T00:00:00+05:30,771.8,760.75,777.0,758.1,2432862.0
2021-08-30T00:00:00+05:30,787.2,769.0,794.95,768.15,3617125.0
2021-08-31T00:00:00+05:30,794.05,787.45,801.0,783.7,7435465.0
2021-09-01T00:00:00+05:30,788.5,795.05,803.9,787.0,2811619.0
2021-09-02T00:00:00+05:30,789.95,790.3,795.65,788.3,2679549.0
2021-09-03T00:00:00+05:30,789.4,793.0,797.2,784.0,2860730.0
2021-09-06T00:00:00+05:30,784.25,789.4,793.1,779.75,4613445.0
2021-09-07T00:00:00+05:30,769.9,782.0,783.0,766.6,3851664.0
2021-09-08T00:00:00+05:30,777.45,767.3,778.95,763.55,2548562.0
2021-09-09T00:00:00+05:30,776.3,772.2,782.25,771.45,2008287.0
2021-09-13T00:00:00+05:30,780.3,776.3,783.0,771.65,1935832.0
2021-09-14T00:00:00+05:30,781.4,784.7,788.0,777.3,1996844.0
2021-09-15T00:00:00+05:30,780.65,784.7,785.75,778.8,1393824.0
2021-09-16T00:00:00+05:30,781.05,780.0,784.55,778.3,1353677.0
2021-09-17T00:00:00+05:30,769.9,785.0,787.9,766.65,4052622.0
2021-09-20T00:00:00+05:30,756.5,766.7,774.75,751.6,2206369.0
2021-09-21T00:00:00+05:30,764.5,756.5,766.35,751.05,2123997.0
2021-09-22T00:00:00+05:30,770.1,765.0,774.0,764.5,1817865.0
2021-09-23T00:00:00+05:30,769.85,771.1,777.2,766.1,2109768.0
2021-09-24T00:00:00+05:30,770.45,769.0,776.65,762.0,1777859.0
2021-09-27T00:00:00+05:30,763.05,771.45,774.5,760.1,2862731.0
2021-09-28T00:00:00+05:30,775.1,766.7,791.0,754.95,4938824.0
2021-09-29T00:00:00+05:30,811.3,784.0,819.75,771.35,18565413.0
2021-09-30T00:00:00+05:30,818.25,814.8,832.95,806.6,10478553.0
2021-10-01T00:00:00+05:30,826.6,812.0,830.7,805.3,5730355.0
2021-10-04T00:00:00+05:30,832.0,830.0,838.9,826.45,4007435.0
2021-10-05T00:00:00+05:30,820.5,828.0,834.4,814.95,2987134.0
2021-10-06T00:00:00+05:30,800.6,820.45,824.0,797.3,2910453.0
2021-10-07T00:00:00+05:30,823.25,808.05,826.35,804.1,4089061.0
2021-10-08T00:00:00+05:30,821.4,825.1,833.8,818.6,2753935.0
2021-10-11T00:00:00+05:30,832.55,826.0,836.2,817.8,2988841.0
2021-10-12T00:00:00+05:30,829.7,833.5,842.75,823.7,2407031.0
2021-10-13T00:00:00+05:30,842.55,827.95,846.8,827.25,4113083.0
2021-10-14T00:00:00+05:30,841.3,843.9,850.0,838.25,2300231.0
2021-10-18T00:00:00+05:30,835.9,850.0,851.0,832.15,2632795.0
2021-10-19T00:00:00+05:30,827.35,837.0,842.2,825.65,2029762.0
2021-10-20T00:00:00+05:30,814.9,825.05,834.8,807.5,2089252.0
2021-10-21T00:00:00+05:30,818.4,823.05,829.0,810.05,3155655.0
2021-10-22T00:00:00+05:30,812.55,825.1,826.85,800.15,1709523.0
2021-10-25T00:00:00+05:30,813.2,810.0,821.25,795.55,2129988.0
2021-10-26T00:00:00+05:30,813.5,817.0,823.9,806.3,1628608.0
2021-10-27T00:00:00+05:30,825.1,815.8,838.45,815.8,3569869.0
2021-10-28T00:00:00+05:30,807.6,823.95,829.15,803.05,1647229.0
2021-10-29T00:00:00+05:30,795.0,800.0,816.55,779.35,4321416.0
2021-11-01T00:00:00+05:30,811.8,798.95,813.85,787.0,1935341.0
2021-11-02T00:00:00+05:30,815.4,814.65,836.0,782.75,17608860.0
2021-11-03T00:00:00+05:30,787.95,820.0,822.0,781.35,9452138.0
2021-11-04T00:00:00+05:30,795.45,797.0,797.0,788.5,485870.0
2021-11-08T00:00:00+05:30,800.0,798.0,803.0,783.0,4280584.0
2021-11-09T00:00:00+05:30,801.35,800.0,812.0,797.0,3232291.0
2021-11-10T00:00:00+05:30,811.1,799.75,815.0,797.0,2900645.0
2021-11-11T00:00:00+05:30,794.85,808.95,810.45,792.1,2107377.0
2021-11-12T00:00:00+05:30,806.5,803.95,808.55,796.1,2076523.0
2021-11-15T00:00:00+05:30,810.7,808.3,819.65,806.65,2109222.0
2021-11-16T00:00:00+05:30,798.45,812.3,817.45,795.65,1512946.0
2021-11-17T00:00:00+05:30,791.35,800.0,805.0,787.4,1662900.0
2021-11-18T00:00:00+05:30,790.65,790.0,794.35,780.1,3177648.0
2021-11-22T00:00:00+05:30,770.75,791.85,794.0,765.05,2894426.0
2021-11-23T00:00:00+05:30,785.2,770.0,791.75,761.55,2739763.0
2021-11-24T00:00:00+05:30,778.95,783.5,796.95,775.55,2404041.0
2021-11-25T00:00:00+05:30,782.9,775.6,787.25,774.35,1861259.0
2021-11-26T00:00:00+05:30,767.3,775.0,798.9,762.0,5432649.0
2021-11-29T00:00:00+05:30,751.05,773.0,775.0,749.05,4664270.0
2021-11-30T00:00:00+05:30,753.6,751.0,761.65,746.05,5505266.0
2021-12-01T00:00:00+05:30,745.35,756.75,763.25,740.35,3687799.0
2021-12-02T00:00:00+05:30,766.25,753.0,770.75,746.1,4896650.0
2021-12-03T00:00:00+05:30,751.8,771.9,771.9,748.9,3135454.0
2021-12-06T00:00:00+05:30,737.15,751.2,752.55,733.7,2577704.0
2021-12-07T00:00:00+05:30,743.7,741.1,751.0,735.0,2583462.0
2021-12-08T00:00:00+05:30,757.55,750.2,763.5,747.35,2530785.0
2021-12-09T00:00:00+05:30,759.75,758.2,766.8,756.15,2604449.0
2021-12-10T00:00:00+05:30,761.35,754.2,775.0,754.2,2950388.0
2021-12-13T00:00:00+05:30,762.6,763.85,773.35,759.0,2491218.0
2021-12-14T00:00:00+05:30,756.05,757.25,768.75,753.6,3224172.0
2021-12-15T00:00:00+05:30,775.1,752.5,778.85,745.3,6231786.0
2021-12-16T00:00:00+05:30,764.45,786.5,786.5,760.0,6186549.0
2021-12-17T00:00:00+05:30,768.95,762.0,772.35,753.5,7171030.0
2021-12-20T00:00:00+05:30,763.95,768.0,774.7,753.05,7474026.0
2021-12-21T00:00:00+05:30,778.55,764.05,783.95,764.05,5599344.0
2021-12-22T00:00:00+05:30,797.5,785.0,801.0,777.5,5871235.0
2021-12-23T00:00:00+05:30,792.45,801.85,803.95,790.0,4277384.0
2021-12-24T00:00:00+05:30,785.4,793.4,794.8,777.6,3076272.0
2021-12-27T00:00:00+05:30,794.1,784.0,796.6,781.15,3598487.0
2021-12-28T00:00:00+05:30,815.1,796.0,819.9,794.2,5477769.0
2021-12-29T00:00:00+05:30,838.8,822.5,843.65,816.5,8748856.0
2021-12-30T00:00:00+05:30,834.45,836.65,841.95,827.35,5179861.0
2021-12-31T00:00:00+05:30,845.7,834.45,850.95,834.0,3346523.0
2022-01-03T00:00:00+05:30,848.95,845.0,860.05,840.9,3726756.0
2022-01-04T00:00:00+05:30,837.7,852.5,854.0,832.4,3027262.0
2022-01-05T00:00:00+05:30,835.1,840.0,844.55,830.65,2436343.0
2022-01-06T00:00:00+05:30,829.6,837.8,844.9,822.0,2423850.0
2022-01-07T00:00:00+05:30,828.95,829.6,836.0,825.2,1475374.0
2022-01-10T00:00:00+05:30,826.7,832.1,835.0,817.55,4837873.0
2022-01-11T00:00:00+05:30,832.4,830.9,841.5,828.3,4950526.0
2022-01-12T00:00:00+05:30,836.2,845.0,845.0,827.5,3953446.0
2022-01-13T00:00:00+05:30,865.5,836.2,871.0,834.25,7395140.0
2022-01-14T00:00:00+05:30,859.75,865.5,868.9,856.8,2351963.0
2022-01-17T00:00:00+05:30,853.2,859.75,863.4,850.5,1750754.0
2022-01-18T00:00:00+05:30,846.7,855.0,867.2,845.0,3354708.0
2022-01-19T00:00:00+05:30,838.5,848.0,848.0,834.0,1677779.0
2022-01-20T00:00:00+05:30,820.0,839.3,842.75,815.65,2886894.0
2022-01-21T00:00:00+05:30,808.75,816.5,819.7,801.1,3218477.0
2022-01-24T00:00:00+05:30,800.85,804.0,825.0,791.6,5300160.0
2022-01-25T00:00:00+05:30,808.05,791.0,811.7,784.8,3779497.0
2022-01-27T00:00:00+05:30,812.1,802.0,817.4,791.3,3593525.0
2022-01-28T00:00:00+05:30,827.35,816.0,842.9,812.1,5073701.0
2022-01-31T00:00:00+05:30,834.5,830.1,849.75,820.05,8041517.0
2022-02-01T00:00:00+05:30,891.75,847.4,895.0,839.85,12337459.0
2022-02-02T00:00:00+05:30,890.65,890.0,898.45,882.0,4404741.0
2022-02-03T00:00:00+05:30,883.55,889.35,891.2,880.45,2292825.0
2022-02-04T00:00:00+05:30,893.95,882.9,902.85,881.35,4222492.0
2022-02-07T00:00:00+05:30,887.05,901.45,901.45,879.7,3494623.0
